ra,nome_exibicao,ano_referencia,origem_aba,fase,turma,ciclo_programa,pedra_atual,genero,idade,ano_nasc,ano_ingresso,anos_no_programa,instituicao,fase_ideal_num,inde_22,inde_23,inde_24,inde_atual,inde_anterior,delta_inde,cg,cf,ct,n_av,iaa,ieg,ips,ipp,ida,ipv,ian,categoria_ian,risco_atual,mat,por,ing,media_academica,media_comportamental,defasagem
RA-71,Aluno-71,2023,PEDE2023,Fase 6,6A,Ametista,Ametista,Feminino,,,2019,4.0,Pública,8.0,4.332,7.3651,,7.3651,4.332,3.0331,,,,4.0,6.7,9.8,6.26,7.5,6.6,7.7125,5.0,Defasagem moderada,1.0,7.3,5.5,7.0,6.6000000000000005,7.5649999999999995,-2
RA-710,Aluno-710,2023,PEDE2023,Fase 1,1J,Ametista,Ametista,Masculino,,,2020,3.0,Pública,2.0,7.285,7.0582,,7.0582,7.285,-0.2267999999999999,,,,3.0,9.5,9.0,3.77,7.083333333,6.5,7.113333333,5.0,Defasagem moderada,1.0,5.7,7.3,,6.5,7.33833333325,-1
RA-712,Aluno-712,2023,PEDE2023,Fase 1,1J,Agata,Agata,Masculino,12.0,,2019,4.0,Pública,3.0,6.026,6.331533333,,6.331533333,6.026,0.3055333330000005,,,,3.0,9.5,5.6,3.14,7.5,6.7,6.836666667,5.0,Defasagem moderada,1.0,5.5,7.8,,6.65,6.435,-2
RA-713,Aluno-713,2023,PEDE2023,Fase 1,1G,Ametista,Ametista,Masculino,10.0,,2021,2.0,Pública,2.0,7.42,7.408033333,,7.408033333,7.42,-0.011966667000000264,,,,3.0,8.0,9.6,3.77,6.875,7.5,8.166666667,5.0,Defasagem moderada,1.0,6.7,8.2,,7.449999999999999,7.06125,-1
RA-714,Aluno-714,2023,PEDE2023,Fase 1,1J,Agata,Agata,Masculino,12.0,,2019,4.0,Pública,3.0,6.953,6.078666667,,6.078666667,6.953,-0.874333333,,,,3.0,0.0,8.0,3.14,7.5,7.4,7.223333333,5.0,Defasagem moderada,1.0,6.7,8.0,,7.35,4.66,-2
RA-715,Aluno-715,2023,PEDE2023,Alfa,ALFA I - G2/G3,Quartzo,Quartzo,Feminino,,,2022,1.0,Pública,2.0,6.656,5.8915,,5.8915,6.656,-0.7645,,,,2.0,0.0,9.5,3.14,5.625,5.4,7.675,5.0,Defasagem moderada,1.0,4.5,6.3,,5.4,4.56625,-2
RA-716,Aluno-716,2023,PEDE2023,Fase 1,1G,Agata,Agata,Masculino,10.0,,2022,1.0,Pública,2.0,6.525,6.813366667,,6.813366667,6.525,0.288366667,,,,3.0,9.0,8.7,3.77,6.875,5.6,7.443333333,5.0,Defasagem moderada,1.0,5.0,6.2,,5.6,7.08625,-1
RA-717,Aluno-717,2023,PEDE2023,Fase 1,1G,Agata,Agata,Feminino,11.0,,2021,2.0,Pública,2.0,6.832,6.633833333,,6.633833333,6.832,-0.19816666699999974,,,,3.0,0.0,8.5,7.52,8.125,5.9,8.446666667,5.0,Defasagem moderada,1.0,5.5,6.3,,5.9,6.03625,-1
RA-718,Aluno-718,2023,PEDE2023,Fase 1,1G,Topazio,Topazio,Feminino,,,2022,1.0,Pública,1.0,8.093,8.166866667,,8.166866667,8.093,0.07386666700000077,,,,3.0,9.5,9.1,3.77,7.916666667,7.8,8.39,10.0,Adequado,0.0,6.3,9.2,,7.75,7.5716666667500006,0
RA-719,Aluno-719,2023,PEDE2023,Alfa,ALFA J - G2/G3,Agata,Agata,Masculino,,,2021,2.0,Pública,2.0,5.552,6.4137,,6.4137,5.552,0.8617000000000008,,,,2.0,9.5,5.3,7.52,5.625,5.9,7.095,5.0,Defasagem moderada,1.0,7.0,4.7,,5.85,6.98625,-2
RA-721,Aluno-721,2023,PEDE2023,Fase 1,1G,Topazio,Topazio,Feminino,9.0,,2021,2.0,Pública,1.0,7.973,8.683366667,,8.683366667,7.973,0.7103666669999997,,,,3.0,8.5,9.5,7.52,8.125,8.4,8.443333333,10.0,Adequado,0.0,7.5,9.3,,8.4,8.411249999999999,0
RA-722,Aluno-722,2023,PEDE2023,Fase 1,1N,Ametista,Ametista,Feminino,,,2021,2.0,Pública,2.0,7.41,7.3387,,7.3387,7.41,-0.07129999999999992,,,,3.0,8.5,9.6,2.52,8.125,6.4,8.67,5.0,Defasagem moderada,1.0,4.5,8.2,,6.35,7.18625,-1
RA-725,Aluno-725,2023,PEDE2023,Alfa,ALFA F - G0/G1,Topazio,Topazio,Masculino,9.0,,2022,1.0,Pública,1.0,6.33,8.117366667,,8.117366667,6.33,1.7873666670000006,,,,2.0,9.5,9.0,7.52,8.125,8.4,8.113333333,5.0,Defasagem moderada,1.0,8.1,8.7,,8.399999999999999,8.536249999999999,-1
RA-726,Aluno-726,2023,PEDE2023,Alfa,ALFA H - G0/G1,Ametista,Ametista,Feminino,8.0,,2022,1.0,Pública,0.0,6.985,7.3687,,7.3687,6.985,0.38369999999999926,,,,2.0,10.0,6.1,7.52,5.625,6.0,8.17,10.0,Adequado,0.0,6.2,5.8,,6.0,7.31125,0
RA-727,Aluno-727,2023,PEDE2023,Alfa,ALFA G - G2/G3,Ametista,Ametista,Masculino,,,2022,1.0,Pública,1.0,7.736,7.6802,,7.6802,7.736,-0.05579999999999963,,,,2.0,9.5,8.8,2.52,7.5,8.0,9.34,5.0,Defasagem moderada,1.0,8.3,7.7,,8.0,7.08,-1
RA-729,Aluno-729,2023,PEDE2023,Alfa,ALFA V - G0/G1,Ametista,Ametista,Feminino,,,2022,1.0,Pública,1.0,8.155,7.26545,,7.26545,8.155,-0.889549999999999,,,,2.0,8.0,9.1,3.77,6.5625,8.6,7.01,5.0,Defasagem moderada,1.0,8.2,8.9,,8.55,6.858125,-1
RA-730,Aluno-730,2023,PEDE2023,Fase 1,1F,Ametista,Ametista,Feminino,10.0,,2021,2.0,Privada,2.0,7.902,7.979325,,7.979325,7.902,0.07732500000000009,,,,3.0,10.0,8.7,5.02,9.53125,7.8,8.67,5.0,Defasagem moderada,1.0,7.8,7.7,,7.75,8.3128125,-1
RA-731,Aluno-731,2023,PEDE2023,Fase 1,1J,Agata,Agata,Feminino,11.0,,2019,4.0,Pública,2.0,7.151,6.7742,,6.7742,7.151,-0.37679999999999936,,,,3.0,8.5,7.6,3.14,7.5,6.8,7.45,5.0,Defasagem moderada,1.0,6.2,7.3,,6.75,6.6850000000000005,-1
RA-733,Aluno-733,2023,PEDE2023,Fase 1,1G,Topazio,Topazio,Feminino,9.0,,2022,1.0,Pública,1.0,6.684,8.3342,,8.3342,6.684,1.650199999999999,,,,3.0,10.0,8.7,7.52,8.333333333,6.2,8.893333333,10.0,Adequado,0.0,4.3,8.0,,6.15,8.63833333325,0
RA-734,Aluno-734,2023,PEDE2023,Fase 1,1A,Ametista,Ametista,Feminino,11.0,,2022,1.0,Pública,2.0,6.952,7.305908333,,7.305908333,6.952,0.3539083329999997,,,,3.0,8.5,8.0,7.52,7.34375,6.9,7.446666667,5.0,Defasagem moderada,1.0,6.8,7.0,,6.9,7.8409375,-1
RA-735,Aluno-735,2023,PEDE2023,Fase 1,1J,Ametista,Ametista,Feminino,11.0,,2021,2.0,Pública,2.0,7.485,7.184,,7.184,7.485,-0.30100000000000016,,,,3.0,0.0,9.0,7.52,8.333333333,8.1,8.393333333,5.0,Defasagem moderada,1.0,7.7,8.5,,8.1,6.2133333332500005,-1
RA-736,Aluno-736,2023,PEDE2023,Fase 1,1G,Ametista,Ametista,Masculino,10.0,,2022,1.0,Pública,2.0,6.707,7.600033333,,7.600033333,6.707,0.893033333,,,,3.0,8.5,9.5,6.27,7.708333333,6.7,8.11,5.0,Defasagem moderada,1.0,4.8,8.5,,6.65,7.99458333325,-1
RA-737,Aluno-737,2023,PEDE2023,Fase 1,1J,Topazio,Topazio,Feminino,9.0,,2022,1.0,Pública,1.0,8.058,8.048033333,,8.048033333,8.058,-0.009966667000000484,,,,3.0,9.5,7.8,7.52,7.291666667,7.5,7.783333333,10.0,Adequado,0.0,7.0,8.0,,7.5,8.02791666675,0
RA-738,Aluno-738,2023,PEDE2023,Fase 1,1F,Topazio,Topazio,Feminino,,,2022,1.0,Pública,1.0,7.227,8.123283333,,8.123283333,7.227,0.8962833329999995,,,,3.0,8.0,9.3,7.52,8.4375,6.0,8.336666667,10.0,Adequado,0.0,4.2,7.8,,6.0,8.314375,0
RA-739,Aluno-739,2023,PEDE2023,Alfa,ALFA G - G2/G3,Ametista,Ametista,Masculino,9.0,,2022,1.0,Pública,1.0,6.82,7.5972,,7.5972,6.82,0.7771999999999997,,,,2.0,9.0,8.3,7.52,6.25,7.6,8.25,5.0,Defasagem moderada,1.0,7.3,7.8,,7.55,7.7675,-1
RA-740,Aluno-740,2023,PEDE2023,Alfa,ALFA G - G2/G3,Ametista,Ametista,Feminino,10.0,,2022,1.0,Privada,2.0,7.218,7.2845,,7.2845,7.218,0.06650000000000045,,,,2.0,0.0,8.7,7.52,6.875,9.1,8.925,5.0,Defasagem moderada,1.0,9.0,9.2,,9.1,5.77375,-2
RA-741,Aluno-741,2023,PEDE2023,Alfa,ALFA J - G2/G3,Agata,Agata,Feminino,11.0,,2022,1.0,Pública,2.0,6.896,6.2707,,6.2707,6.896,-0.6253000000000002,,,,2.0,9.5,6.9,4.39,5.625,5.1,7.095,5.0,Defasagem moderada,1.0,4.2,6.0,,5.1,6.60375,-2
RA-742,Aluno-742,2023,PEDE2023,Alfa,ALFA I - G2/G3,Ametista,Ametista,Feminino,10.0,,2022,1.0,Pública,2.0,7.097,7.024,,7.024,7.097,-0.0730000000000004,,,,2.0,0.0,7.6,7.52,7.5,7.5,10.01,5.0,Defasagem moderada,1.0,6.2,8.8,,7.5,5.654999999999999,-2
RA-743,Aluno-743,2023,PEDE2023,Alfa,ALFA E - G2/G3,Agata,Agata,Feminino,10.0,,2022,1.0,Pública,2.0,6.672,6.659,,6.659,6.672,-0.0129999999999999,,,,2.0,0.0,9.1,3.77,7.5,7.1,9.01,5.0,Defasagem moderada,1.0,7.3,6.8,,7.05,5.092499999999999,-2
RA-745,Aluno-745,2023,PEDE2023,Fase 1,1G,Ametista,Ametista,Masculino,,,2021,2.0,Privada - Programa de Apadrinhamento,2.0,7.382,7.668366667,,7.668366667,7.382,0.28636666700000024,,,,3.0,9.5,9.3,3.77,8.125,7.0,8.893333333,5.0,Defasagem moderada,1.0,5.7,8.2,,6.949999999999999,7.67375,-1
RA-746,Aluno-746,2023,PEDE2023,Fase 1,1G,Agata,Agata,Masculino,,,2022,1.0,Pública,1.0,7.656,6.517166667,,6.517166667,7.656,-1.138833333,,,,3.0,0.0,8.0,3.77,6.875,7.2,7.113333333,10.0,Adequado,0.0,6.0,8.3,,7.15,4.66125,0
RA-747,Aluno-747,2023,PEDE2023,Fase 1,1L,Agata,Agata,Feminino,11.0,,2022,1.0,Pública,2.0,7.676,6.026366667,,6.026366667,7.676,-1.6496333330000006,,,,3.0,10.0,8.0,3.14,6.041666667,3.1,6.94,5.0,Defasagem moderada,1.0,1.2,5.0,,3.1,6.7954166667500004,-1
RA-748,Aluno-748,2023,PEDE2023,Alfa,ALFA O - G2/G3,Topazio,Topazio,Masculino,,,2022,1.0,Pública,2.0,8.084,8.7142,,8.7142,8.084,0.6302000000000003,,,,2.0,9.5,9.7,7.52,7.5,9.1,10.01,5.0,Defasagem moderada,1.0,9.0,9.2,,9.1,8.555,-2
RA-749,Aluno-749,2023,PEDE2023,Alfa,ALFA O - G2/G3,Ametista,Ametista,Masculino,9.0,,2022,1.0,Pública,1.0,7.484,7.7597,,7.7597,7.484,0.2756999999999996,,,,2.0,10.0,9.0,7.52,5.625,7.3,8.425,5.0,Defasagem moderada,1.0,7.3,7.3,,7.3,8.036249999999999,-1
RA-750,Aluno-750,2023,PEDE2023,Alfa,ALFA U - G2/G3,Quartzo,Quartzo,Masculino,,,2019,4.0,Pública,2.0,6.344,5.6857,,5.6857,6.344,-0.6583000000000006,,,,2.0,9.5,7.7,3.14,4.375,3.4,6.32,5.0,Defasagem moderada,1.0,3.3,3.5,,3.4,6.17875,-2
RA-752,Aluno-752,2023,PEDE2023,Fase 1,1N,Topazio,Topazio,Feminino,11.0,,2022,1.0,Pública,2.0,8.197,8.073825,,8.073825,8.197,-0.12317499999999981,,,,3.0,9.5,9.9,7.52,7.65625,6.4,9.23,5.0,Defasagem moderada,1.0,4.8,8.0,,6.4,8.6440625,-1
RA-753,Aluno-753,2023,PEDE2023,Alfa,ALFA O - G2/G3,Topazio,Topazio,Feminino,,,2022,1.0,Pública,1.0,8.481,8.6672,,8.6672,8.481,0.18619999999999948,,,,2.0,9.0,9.9,7.52,7.5,9.0,9.925,5.0,Defasagem moderada,1.0,9.0,9.0,,9.0,8.48,-1
RA-754,Aluno-754,2023,PEDE2023,Alfa,ALFA M - G0/G1,Agata,Agata,Masculino,,,2022,1.0,Pública,2.0,6.602,6.0537,,6.0537,6.602,-0.5483000000000002,,,,2.0,9.5,6.1,2.52,6.875,5.6,6.67,5.0,Defasagem moderada,1.0,5.7,5.4,,5.550000000000001,6.24875,-2
RA-755,Aluno-755,2023,PEDE2023,Alfa,ALFA O - G2/G3,Topazio,Topazio,Masculino,9.0,,2022,1.0,Pública,1.0,8.566,8.7442,,8.7442,8.566,0.17819999999999858,,,,2.0,10.0,9.5,7.52,7.5,9.2,10.01,5.0,Defasagem moderada,1.0,9.2,9.2,,9.2,8.629999999999999,-1
RA-756,Aluno-756,2023,PEDE2023,Alfa,ALFA K - G0/G1,Ametista,Ametista,Masculino,,,2022,1.0,Pública,2.0,6.976,7.0927,,7.0927,6.976,0.1166999999999998,,,,2.0,10.0,8.7,7.52,5.625,6.1,6.59,5.0,Defasagem moderada,1.0,5.4,6.8,,6.1,7.96125,-2
RA-757,Aluno-757,2023,PEDE2023,Alfa,ALFA O - G2/G3,Topazio,Topazio,Feminino,10.0,,2022,1.0,Pública,2.0,8.26,8.6742,,8.6742,8.26,0.414200000000001,,,,2.0,9.0,9.6,7.52,7.5,9.3,10.01,5.0,Defasagem moderada,1.0,9.5,9.0,,9.25,8.405000000000001,-2
RA-76,Aluno-76,2023,PEDE2023,Fase 7,7E,Nao informado,,Feminino,15.0,,2017,6.0,Privada *Parcerias com Bolsa 100%,5.0,9.105,,,,9.105,,,,,,10.0,,2.52,,,,10.0,Adequado,0.0,,,,,6.26,2
RA-760,Aluno-760,2023,PEDE2023,Fase 2,2L,Agata,Agata,Masculino,,,2021,2.0,Pública,3.0,8.172,6.548333333,,6.548333333,8.172,-1.6236666670000002,,,,3.0,0.0,8.8,7.52,7.083333333,6.3,7.84,5.0,Defasagem moderada,1.0,5.8,6.8,,6.3,5.85083333325,-1
RA-761,Aluno-761,2023,PEDE2023,Fase 1,1L,Topazio,Topazio,Masculino,10.0,,2022,1.0,Pública,2.0,8.06,8.219533333,,8.219533333,8.06,0.15953333299999883,,,,3.0,9.0,9.7,7.52,8.333333333,8.4,8.12,5.0,Defasagem moderada,1.0,8.7,8.0,,8.35,8.63833333325,-1
RA-762,Aluno-762,2023,PEDE2023,Fase 1,1K,Ametista,Ametista,Masculino,13.0,,2022,1.0,Pública,3.0,7.28,7.09945,,7.09945,7.28,-0.1805500000000002,,,,3.0,10.0,9.1,3.14,7.8125,5.8,7.67,5.0,Defasagem moderada,1.0,6.2,5.3,,5.75,7.5131250000000005,-2
RA-763,Aluno-763,2023,PEDE2023,Alfa,ALFA O - G2/G3,Agata,Agata,Feminino,10.0,,2021,2.0,Pública,2.0,7.402,6.7215,,6.7215,7.402,-0.6805000000000003,,,,2.0,0.0,9.2,3.14,6.875,7.9,9.0,5.0,Defasagem moderada,1.0,7.8,8.0,,7.9,4.80375,-2
RA-764,Aluno-764,2023,PEDE2023,Fase 1,1N,Ametista,Ametista,Masculino,,,2022,1.0,Pública,1.0,8.004,7.682125,,7.682125,8.004,-0.32187499999999947,,,,3.0,0.0,9.2,7.52,8.28125,7.8,8.56,10.0,Adequado,0.0,6.0,9.5,,7.75,6.2503125,0
RA-766,Aluno-766,2023,PEDE2023,Fase 1,1K,Topazio,Topazio,Feminino,11.0,,2020,3.0,Pública,2.0,8.185,8.008408333,,8.008408333,8.185,-0.17659166700000029,,,,3.0,10.0,8.7,4.39,9.21875,8.7,8.336666667,5.0,Defasagem moderada,1.0,9.2,8.2,,8.7,8.0771875,-1
RA-767,Aluno-767,2023,PEDE2023,Fase 1,1L,Ametista,Ametista,Masculino,11.0,,2021,2.0,Pública,2.0,7.511,7.3807,,7.3807,7.511,-0.13030000000000008,,,,3.0,10.0,8.3,7.52,7.291666667,6.3,7.446666667,5.0,Defasagem moderada,1.0,6.5,6.0,,6.25,8.27791666675,-1
RA-768,Aluno-768,2023,PEDE2023,Alfa,ALFA L - G2/G3,Topazio,Topazio,Feminino,,,2021,2.0,Pública,2.0,7.646,8.4042,,8.4042,7.646,0.7581999999999995,,,,2.0,10.0,9.1,7.52,7.5,7.9,10.01,5.0,Defasagem moderada,1.0,8.0,7.8,,7.9,8.530000000000001,-2
RA-769,Aluno-769,2023,PEDE2023,Alfa,ALFA N - G2/G3,Ametista,Ametista,Feminino,10.0,,2022,1.0,Pública,2.0,7.598,7.85345,,7.85345,7.598,0.25544999999999973,,,,2.0,10.0,9.3,3.77,7.8125,8.0,8.675,5.0,Defasagem moderada,1.0,8.2,7.8,,8.0,7.720625,-2
RA-770,Aluno-770,2023,PEDE2023,Alfa,ALFA U - G2/G3,Agata,Agata,Masculino,,,2022,1.0,Pública,0.0,8.143,6.6785,,6.6785,8.143,-1.464500000000001,,,,2.0,0.0,8.3,3.77,6.875,5.9,8.92,10.0,Adequado,0.0,6.0,5.7,,5.85,4.73625,0
RA-771,Aluno-771,2023,PEDE2023,Alfa,ALFA U - G2/G3,Ametista,Ametista,Feminino,,,2022,1.0,Pública,0.0,7.873,7.056,,7.056,7.873,-0.8170000000000002,,,,2.0,0.0,8.8,3.14,6.25,8.2,8.585,10.0,Adequado,0.0,8.2,8.2,,8.2,4.5475,0
RA-772,Aluno-772,2023,PEDE2023,Fase 1,1N,Quartzo,Quartzo,Masculino,12.0,,2021,2.0,Pública,3.0,6.994,5.930166667,,5.930166667,6.994,-1.0638333329999998,,,,3.0,0.0,7.2,7.52,6.875,4.8,8.003333333,5.0,Defasagem moderada,1.0,5.2,4.3,,4.75,5.39875,-2
RA-773,Aluno-773,2023,PEDE2023,Alfa,ALFA M - G0/G1,Agata,Agata,Feminino,9.0,,2022,1.0,Pública,1.0,6.922,6.9287,,6.9287,6.922,0.006700000000000372,,,,2.0,10.0,7.5,2.52,5.625,7.9,7.67,5.0,Defasagem moderada,1.0,8.0,7.8,,7.9,6.41125,-1
RA-774,Aluno-774,2023,PEDE2023,Alfa,ALFA N - G2/G3,Quartzo,Quartzo,Feminino,,,2022,1.0,Pública,1.0,7.587,5.852,,5.852,7.587,-1.7349999999999994,,,,2.0,0.0,9.5,3.14,5.0,6.9,6.34,5.0,Defasagem moderada,1.0,7.7,6.0,,6.85,4.41,-1
RA-776,Aluno-776,2023,PEDE2023,Fase 1,1K,Quartzo,Quartzo,Feminino,,,2022,1.0,Privada - Programa de Apadrinhamento,2.0,3.898,5.567916667,,5.567916667,3.898,1.6699166670000003,,,,3.0,0.0,7.0,7.52,7.8125,3.5,7.223333333,5.0,Defasagem moderada,1.0,4.2,2.7,,3.45,5.583125,-1
RA-777,Aluno-777,2023,PEDE2023,Fase 1,1N,Ametista,Ametista,Feminino,,,2022,1.0,Pública,1.0,7.096,7.468125,,7.468125,7.096,0.3721249999999996,,,,3.0,0.0,9.3,7.52,8.28125,6.3,8.84,10.0,Adequado,0.0,5.3,7.3,,6.3,6.2753125,0
RA-778,Aluno-778,2023,PEDE2023,Fase 1,1K,Ametista,Ametista,Feminino,,,2021,2.0,Pública,2.0,7.432,7.926825,,7.926825,7.432,0.4948249999999996,,,,3.0,8.5,7.9,7.52,8.90625,8.2,8.62,5.0,Defasagem moderada,1.0,7.3,9.0,,8.15,8.2065625,-1
RA-78,Aluno-78,2023,PEDE2023,Fase 6,6A,Agata,Agata,Feminino,,,2018,5.0,Privada - Programa de Apadrinhamento,8.0,7.04,6.434625,,6.434625,7.04,-0.6053750000000004,,,,4.0,0.0,7.7,6.26,8.28125,6.7,8.0025,5.0,Defasagem moderada,1.0,8.5,4.8,6.8,6.7,5.5603125,-2
RA-780,Aluno-780,2023,PEDE2023,Alfa,ALFA N - G2/G3,Ametista,Ametista,Feminino,10.0,,2022,1.0,Pública,2.0,6.955,7.7842,,7.7842,6.955,0.8292000000000002,,,,2.0,9.5,8.8,3.14,8.75,8.3,8.675,5.0,Defasagem moderada,1.0,8.0,8.5,,8.25,7.5475,-2
RA-781,Aluno-781,2023,PEDE2023,Fase 1,1N,Topazio,Topazio,Feminino,10.0,,2021,2.0,Pública,2.0,7.786,8.209283333,,8.209283333,7.786,0.42328333300000054,,,,3.0,7.5,9.8,7.52,8.4375,7.9,9.116666667,5.0,Defasagem moderada,1.0,7.0,8.8,,7.9,8.314375,-1
RA-782,Aluno-782,2023,PEDE2023,Alfa,ALFA L - G2/G3,Ametista,Ametista,Masculino,9.0,,2022,1.0,Pública,1.0,7.485,7.6812,,7.6812,7.485,0.19619999999999926,,,,2.0,8.5,9.8,2.52,7.5,7.5,9.345,5.0,Defasagem moderada,1.0,8.3,6.7,,7.5,7.08,-1
RA-783,Aluno-783,2023,PEDE2023,Alfa,ALFA N - G2/G3,Ametista,Ametista,Masculino,,,2021,2.0,Pública,1.0,6.996,7.2922,,7.2922,6.996,0.2961999999999998,,,,2.0,9.5,6.8,3.77,7.5,8.9,7.925,5.0,Defasagem moderada,1.0,9.0,8.7,,8.85,6.8925,-1
RA-784,Aluno-784,2023,PEDE2023,Fase 1,1L,Topazio,Topazio,Feminino,10.0,,2022,1.0,Pública,2.0,8.34,8.171366667,,8.171366667,8.34,-0.16863333300000072,,,,3.0,10.0,9.5,7.52,8.125,7.3,8.783333333,5.0,Defasagem moderada,1.0,6.5,8.0,,7.25,8.786249999999999,-1
RA-785,Aluno-785,2023,PEDE2023,Fase 1,1L,Topazio,Topazio,Feminino,10.0,,2022,1.0,Pública,2.0,7.642,8.137866667,,8.137866667,7.642,0.4958666670000005,,,,3.0,9.0,8.5,7.52,7.916666667,8.8,8.67,5.0,Defasagem moderada,1.0,8.2,9.4,,8.8,8.23416666675,-1
RA-787,Aluno-787,2023,PEDE2023,Alfa,ALFA O - G2/G3,Ametista,Ametista,Masculino,,,2022,1.0,Pública,1.0,7.205,7.5227,,7.5227,7.205,0.3177000000000003,,,,2.0,9.0,9.8,7.52,5.625,5.9,8.34,5.0,Defasagem moderada,1.0,6.0,5.8,,5.9,7.98625,-1
RA-788,Aluno-788,2023,PEDE2023,Fase 1,1K,Ametista,Ametista,Masculino,,,2021,2.0,Pública,1.0,8.264,7.806091667,,7.806091667,8.264,-0.4579083329999998,,,,3.0,7.9,9.8,2.52,7.65625,6.9,8.283333333,10.0,Adequado,0.0,6.0,7.8,,6.9,6.969062500000001,0
RA-789,Aluno-789,2023,PEDE2023,Alfa,ALFA L - G2/G3,Ametista,Ametista,Feminino,8.0,,2022,1.0,Pública,0.0,7.405,7.974,,7.974,7.405,0.569,,,,2.0,0.0,9.5,7.52,7.5,7.9,10.01,10.0,Adequado,0.0,8.5,7.2,,7.85,6.13,0
RA-79,Aluno-79,2023,PEDE2023,Fase 6,6A,Agata,Agata,Feminino,,,2018,5.0,Privada - Programa de Apadrinhamento,7.0,6.847,6.635883333,,6.635883333,6.847,-0.21111666700000065,,,,4.0,5.8,6.2,5.0,7.8125,7.6,7.59,5.0,Defasagem moderada,1.0,6.0,7.7,9.0,7.566666666666666,6.203125,-1
RA-790,Aluno-790,2023,PEDE2023,Fase 1,1L,Agata,Agata,Masculino,,,2022,1.0,Pública,3.0,7.504,6.707666667,,6.707666667,7.504,-0.7963333329999998,,,,3.0,0.0,8.1,7.52,7.083333333,7.4,8.286666667,5.0,Defasagem moderada,1.0,7.2,7.5,,7.35,5.67583333325,-2
RA-791,Aluno-791,2023,PEDE2023,Fase 1,1K,Agata,Agata,Feminino,,,2022,1.0,Pública,3.0,7.507,6.247916667,,6.247916667,7.507,-1.2590833329999995,,,,3.0,0.0,8.1,7.52,7.8125,5.3,7.723333333,5.0,Defasagem moderada,1.0,6.0,4.5,,5.25,5.858124999999999,-2
RA-792,Aluno-792,2023,PEDE2023,Alfa,ALFA L - G2/G3,Ametista,Ametista,Feminino,10.0,,2022,1.0,Pública,2.0,7.025,7.6267,,7.6267,7.025,0.6016999999999992,,,,2.0,9.0,7.7,7.52,6.875,7.2,9.085,5.0,Defasagem moderada,1.0,6.8,7.5,,7.15,7.77375,-2
RA-794,Aluno-794,2023,PEDE2023,Alfa,ALFA L - G2/G3,Ametista,Ametista,Feminino,,,2022,1.0,Pública,1.0,7.335,7.9842,,7.9842,7.335,0.6492000000000004,,,,2.0,9.0,9.2,7.52,7.5,6.2,10.01,5.0,Defasagem moderada,1.0,5.2,7.2,,6.2,8.305,-1
RA-795,Aluno-795,2023,PEDE2023,Alfa,ALFA L - G2/G3,Topazio,Topazio,Feminino,9.0,,2022,1.0,Pública,1.0,8.064,8.4642,,8.4642,8.064,0.4001999999999999,,,,2.0,9.0,9.6,7.52,7.5,8.2,10.01,5.0,Defasagem moderada,1.0,8.7,7.7,,8.2,8.405000000000001,-1
RA-796,Aluno-796,2023,PEDE2023,Fase 1,1P,Ametista,Ametista,Feminino,11.0,,2022,1.0,Pública,2.0,7.232,7.462866667,,7.462866667,7.232,0.23086666699999991,,,,3.0,9.0,9.8,6.27,7.083333333,5.5,8.336666667,5.0,Defasagem moderada,1.0,5.0,6.0,,5.5,8.03833333325,-1
RA-797,Aluno-797,2023,PEDE2023,Fase 1,1P,Ametista,Ametista,Masculino,11.0,,2021,2.0,Pública,2.0,7.217,7.373033333,,7.373033333,7.217,0.15603333300000077,,,,3.0,8.5,8.6,7.52,6.041666667,7.5,7.233333333,5.0,Defasagem moderada,1.0,7.0,8.0,,7.5,7.6654166667500006,-1
RA-798,Aluno-798,2023,PEDE2023,Fase 1,1R,Ametista,Ametista,Masculino,,,2022,1.0,Privada - Programa de Apadrinhamento,2.0,7.049,7.018033333,,7.018033333,7.049,-0.030966667000000392,,,,3.0,9.0,8.1,7.52,6.458333333,6.1,6.95,5.0,Defasagem moderada,1.0,4.3,7.8,,6.05,7.76958333325,-1
RA-799,Aluno-799,2023,PEDE2023,Fase 1,1R,Topazio,Topazio,Feminino,,,2022,1.0,Pública,2.0,7.676,8.061533333,,8.061533333,7.676,0.3855333329999997,,,,3.0,9.5,9.6,5.64,8.333333333,8.3,8.17,5.0,Defasagem moderada,1.0,7.8,8.8,,8.3,8.26833333325,-1
RA-80,Aluno-80,2023,PEDE2023,Fase 6,6L,Ametista,Ametista,Feminino,,,2017,6.0,Privada - Programa de Apadrinhamento,7.0,7.29,7.252275,,7.252275,7.29,-0.03772500000000001,,,,4.0,8.3,8.4,6.89,7.96875,6.3,7.465,5.0,Defasagem moderada,1.0,8.2,5.7,5.0,6.3,7.889687500000001,-1
RA-801,Aluno-801,2023,PEDE2023,Fase 1,1R,Agata,Agata,Masculino,,,2022,1.0,Pública,1.0,6.644,6.8735,,6.8735,6.644,0.22949999999999982,,,,3.0,0.0,7.5,7.52,6.875,7.6,7.12,10.0,Adequado,0.0,6.8,8.3,,7.550000000000001,5.47375,0
RA-802,Aluno-802,2023,PEDE2023,Fase 1,1R,Topazio,Topazio,Masculino,10.0,,2021,2.0,Pública,2.0,7.831,8.126866667,,8.126866667,7.831,0.2958666669999994,,,,3.0,8.0,9.3,7.52,8.333333333,9.4,7.506666667,5.0,Defasagem moderada,1.0,9.3,9.5,,9.4,8.28833333325,-1
